object,direction,frame,phase,rat_x,rat_y,distance,overlap,rat_order,object_order,hidden,renderer_enabled,transition_count
Crate_A,SE,0,precontact,2.305356,-0.055355,0.035355,False,6,-24,False,True,57
Crate_A,SE,0,first_contact,2.275524,-0.025524,0.005524,False,3,-24,False,True,57
Crate_A,SE,0,contact_hold,2.275524,-0.025524,0.005524,False,3,-24,False,True,57
Crate_A,SE,0,retreat,2.305356,-0.055355,0.035355,False,6,-24,False,True,57
Crate_A,SE,0,reverse_contact,2.275524,-0.025524,0.005524,False,3,-24,False,True,57
Crate_A,SE,0,reverse_retreat,2.305356,-0.055355,0.035355,False,6,-24,False,True,57
Crate_A,SE,1,precontact,2.305356,-0.055355,0.035355,False,6,-24,False,True,57
Crate_A,SE,1,first_contact,2.275524,-0.025524,0.005524,False,3,-24,False,True,57
Crate_A,SE,1,contact_hold,2.275524,-0.025524,0.005524,False,3,-24,False,True,57
Crate_A,SE,1,retreat,2.305356,-0.055355,0.035355,False,6,-24,False,True,57
Crate_A,SE,1,reverse_contact,2.275524,-0.025524,0.005524,False,3,-24,False,True,57
Crate_A,SE,1,reverse_retreat,2.305356,-0.055355,0.035355,False,6,-24,False,True,57
Crate_A,SE,2,precontact,2.305356,-0.055355,0.035355,False,6,-24,False,True,57
Crate_A,SE,2,first_contact,2.275524,-0.025524,0.005524,False,3,-24,False,True,57
Crate_A,SE,2,contact_hold,2.275524,-0.025524,0.005524,False,3,-24,False,True,57
Crate_A,SE,2,retreat,2.305356,-0.055355,0.035355,False,6,-24,False,True,57
Crate_A,SE,2,reverse_contact,2.275524,-0.025524,0.005524,False,3,-24,False,True,57
Crate_A,SE,2,reverse_retreat,2.305356,-0.055355,0.035355,False,6,-24,False,True,57
Crate_A,SW,0,precontact,1.694645,-0.055355,0.035355,False,6,-24,False,True,57
Crate_A,SW,0,first_contact,1.724476,-0.025524,0.005524,False,3,-24,False,True,57
Crate_A,SW,0,contact_hold,1.724476,-0.025524,0.005524,False,3,-24,False,True,57
Crate_A,SW,0,retreat,1.694645,-0.055355,0.035355,False,6,-24,False,True,57
Crate_A,SW,0,reverse_contact,1.724476,-0.025524,0.005524,False,3,-24,False,True,57
Crate_A,SW,0,reverse_retreat,1.694645,-0.055355,0.035355,False,6,-24,False,True,57
Crate_A,SW,1,precontact,1.694645,-0.055355,0.035355,False,6,-24,False,True,57
Crate_A,SW,1,first_contact,1.724476,-0.025524,0.005524,False,3,-24,False,True,57
Crate_A,SW,1,contact_hold,1.724476,-0.025524,0.005524,False,3,-24,False,True,57
Crate_A,SW,1,retreat,1.694645,-0.055355,0.035355,False,6,-24,False,True,57
Crate_A,SW,1,reverse_contact,1.724476,-0.025524,0.005524,False,3,-24,False,True,57
Crate_A,SW,1,reverse_retreat,1.694645,-0.055355,0.035355,False,6,-24,False,True,57
Crate_A,SW,2,precontact,1.694645,-0.055355,0.035355,False,6,-24,False,True,57
Crate_A,SW,2,first_contact,1.724476,-0.025524,0.005524,False,3,-24,False,True,57
Crate_A,SW,2,contact_hold,1.724476,-0.025524,0.005524,False,3,-24,False,True,57
Crate_A,SW,2,retreat,1.694645,-0.055355,0.035355,False,6,-24,False,True,57
Crate_A,SW,2,reverse_contact,1.724476,-0.025524,0.005524,False,3,-24,False,True,57
Crate_A,SW,2,reverse_retreat,1.694645,-0.055355,0.035355,False,6,-24,False,True,57
